cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
02,Baja California,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,3.93351038643861,No especificada
02,Baja California,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,9.4253445702146,No especificada
02,Baja California,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,5.8,No especificada
02,Baja California,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,6,No especificada
02,Baja California,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,6.6,No especificada
02,Baja California,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,7.4,No especificada
02,Baja California,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,4.53020508684871,No especificada
02,Baja California,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,10.7573963100518,No especificada
02,Baja California,0,Estatal,1002000010,Edad mediana,1995,22,Años
02,Baja California,0,Estatal,1002000010,Edad mediana,2000,23,Años
02,Baja California,0,Estatal,1002000010,Edad mediana,2005,25,Años
02,Baja California,0,Estatal,1002000010,Edad mediana,2010,26,Años
02,Baja California,0,Estatal,1002000010,Edad mediana,2015,26.971985,Años
02,Baja California,0,Estatal,1002000010,Edad mediana,2020,30,Años
02,Baja California,0,Estatal,1002000011,Edad mediana hombres,1995,22,Años
02,Baja California,0,Estatal,1002000011,Edad mediana hombres,2000,23,Años
02,Baja California,0,Estatal,1002000011,Edad mediana hombres,2005,24,Años
02,Baja California,0,Estatal,1002000011,Edad mediana hombres,2010,26,Años
02,Baja California,0,Estatal,1002000011,Edad mediana hombres,2020,30,Años
02,Baja California,0,Estatal,1002000012,Edad mediana mujeres,1995,22,Años
02,Baja California,0,Estatal,1002000012,Edad mediana mujeres,2000,23,Años
02,Baja California,0,Estatal,1002000012,Edad mediana mujeres,2005,25,Años
02,Baja California,0,Estatal,1002000012,Edad mediana mujeres,2010,26,Años
02,Baja California,0,Estatal,1002000012,Edad mediana mujeres,2020,30,Años
02,Baja California,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
02,Baja California,0,Estatal,1002000014,Población en hogares censales,2000,2273149,Personas
02,Baja California,0,Estatal,1002000014,Población en hogares censales,2005,2621374,Personas
02,Baja California,0,Estatal,1002000014,Población en hogares censales,2010,3089136,Personas
02,Baja California,0,Estatal,1002000014,Población en hogares censales,2015,3315766,Personas
02,Baja California,0,Estatal,1002000014,Población en hogares censales,2020,3739800,Personas
02,Baja California,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
02,Baja California,0,Estatal,1002000015,Población en hogares familiares,2000,2212797,Personas
02,Baja California,0,Estatal,1002000015,Población en hogares familiares,2005,2523332,Personas
02,Baja California,0,Estatal,1002000015,Población en hogares familiares,2010,2960605,Personas
02,Baja California,0,Estatal,1002000015,Población en hogares familiares,2020,3516324,Personas
02,Baja California,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
02,Baja California,0,Estatal,1002000016,Población en hogares no familiares,2000,57533,Personas
02,Baja California,0,Estatal,1002000016,Población en hogares no familiares,2005,87316,Personas
02,Baja California,0,Estatal,1002000016,Población en hogares no familiares,2010,123219,Personas
02,Baja California,0,Estatal,1002000016,Población en hogares no familiares,2020,215758,Personas
02,Baja California,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
02,Baja California,0,Estatal,1002000018,Hogares censales,2000,568090,Hogares censales
02,Baja California,0,Estatal,1002000018,Hogares censales,2005,697250,Hogares censales
02,Baja California,0,Estatal,1002000018,Hogares censales,2010,858676,Hogares censales
02,Baja California,0,Estatal,1002000018,Hogares censales,2015,967863,Hogares censales
02,Baja California,0,Estatal,1002000018,Hogares censales,2020,1148913,Hogares censales
02,Baja California,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
02,Baja California,0,Estatal,1002000019,Hogares con jefatura masculina,2000,446585,Hogares
02,Baja California,0,Estatal,1002000019,Hogares con jefatura masculina,2005,528337,Hogares
02,Baja California,0,Estatal,1002000019,Hogares con jefatura masculina,2010,635594,Hogares
02,Baja California,0,Estatal,1002000019,Hogares con jefatura masculina,2015,666287,Hogares
02,Baja California,0,Estatal,1002000019,Hogares con jefatura masculina,2020,769534,Hogares
02,Baja California,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
02,Baja California,0,Estatal,1002000020,Hogares con jefatura femenina,2000,121505,Hogares
02,Baja California,0,Estatal,1002000020,Hogares con jefatura femenina,2005,168913,Hogares
02,Baja California,0,Estatal,1002000020,Hogares con jefatura femenina,2010,223082,Hogares
02,Baja California,0,Estatal,1002000020,Hogares con jefatura femenina,2015,301576,Hogares
02,Baja California,0,Estatal,1002000020,Hogares con jefatura femenina,2020,379379,Hogares
02,Baja California,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
02,Baja California,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4,Personas
02,Baja California,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.76,Personas
02,Baja California,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.6,Personas
02,Baja California,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.4,Personas
02,Baja California,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.25507675515901,Personas
02,Baja California,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
02,Baja California,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.1,Personas
02,Baja California,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,3.88,Personas
02,Baja California,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,3.71,Personas
02,Baja California,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.31635509282241,Personas
02,Baja California,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
02,Baja California,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.63,Personas
02,Baja California,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.4,Personas
02,Baja California,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.28,Personas
02,Baja California,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.13077951072674,Personas
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1910,157.2,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1921,160.7,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1930,136.7,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1940,112.5,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1950,107.3,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1960,101.7,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1970,99.5,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1990,100.4,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,1995,101.63,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,2000,101.44,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,2005,101.35,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,2010,101.8,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,2015,99.094285,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000024,Relación hombres-mujeres,2020,101.721123231203,Hombres por cada 100 mujeres
02,Baja California,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,96.2834529919017,Porcentaje
02,Baja California,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,96.3,Porcentaje
02,Baja California,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,97.5787501679306,Porcentaje
02,Baja California,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,97.7485847344907,Porcentaje
02,Baja California,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,98.4,Tasa
02,Baja California,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,99.12399,Tasa
02,Baja California,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.824996417672,Tasa
02,Baja California,0,Estatal,1002000055,Población de edad no especificada,1990,32223,Personas
02,Baja California,0,Estatal,1002000055,Población de edad no especificada,1995,10016,Personas
02,Baja California,0,Estatal,1002000055,Población de edad no especificada,2000,207816,Personas
02,Baja California,0,Estatal,1002000055,Población de edad no especificada,2005,208732,Personas
02,Baja California,0,Estatal,1002000055,Población de edad no especificada,2010,37425,Personas
02,Baja California,0,Estatal,1002000055,Población de edad no especificada,2020,8219,Personas
02,Baja California,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,16131,Personas
02,Baja California,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,5098,Personas
02,Baja California,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,104370,Personas
02,Baja California,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,104606,Personas
02,Baja California,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,18869,Personas
02,Baja California,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,4096,Personas
02,Baja California,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,16092,Personas
02,Baja California,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,4918,Personas
02,Baja California,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,103446,Personas
02,Baja California,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,104126,Personas
02,Baja California,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,18556,Personas
02,Baja California,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,4123,Personas
02,Baja California,0,Estatal,1002000058,Población de 0 a 4 años,1990,202831,Personas
02,Baja California,0,Estatal,1002000058,Población de 0 a 4 años,1995,257856,Personas
02,Baja California,0,Estatal,1002000058,Población de 0 a 4 años,2000,268682,Personas
02,Baja California,0,Estatal,1002000058,Población de 0 a 4 años,2005,267954,Personas
02,Baja California,0,Estatal,1002000058,Población de 0 a 4 años,2010,293234,Personas
02,Baja California,0,Estatal,1002000058,Población de 0 a 4 años,2020,266301,Personas
02,Baja California,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,102769,Personas
02,Baja California,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,131186,Personas
02,Baja California,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,136979,Personas
02,Baja California,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,136245,Personas
02,Baja California,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,149167,Personas
02,Baja California,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,134410,Personas
02,Baja California,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,100062,Personas
02,Baja California,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,126670,Personas
02,Baja California,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,131703,Personas
02,Baja California,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,131709,Personas
02,Baja California,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,144067,Personas
02,Baja California,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,131891,Personas
02,Baja California,0,Estatal,1002000061,Población de 10 a 14 años,1990,180428,Personas
02,Baja California,0,Estatal,1002000061,Población de 10 a 14 años,1995,208902,Personas
02,Baja California,0,Estatal,1002000061,Población de 10 a 14 años,2000,226758,Personas
02,Baja California,0,Estatal,1002000061,Población de 10 a 14 años,2005,267938,Personas
02,Baja California,0,Estatal,1002000061,Población de 10 a 14 años,2010,305472,Personas
02,Baja California,0,Estatal,1002000061,Población de 10 a 14 años,2020,312348,Personas
02,Baja California,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,90526,Personas
02,Baja California,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,106410,Personas
02,Baja California,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,115261,Personas
02,Baja California,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,136669,Personas
02,Baja California,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,155483,Personas
02,Baja California,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,159306,Personas
02,Baja California,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,89902,Personas
02,Baja California,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,102492,Personas
02,Baja California,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,111497,Personas
02,Baja California,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,131269,Personas
02,Baja California,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,149989,Personas
02,Baja California,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,153042,Personas
02,Baja California,0,Estatal,1002000064,Población de 100 años y más,1990,189,Personas
02,Baja California,0,Estatal,1002000064,Población de 100 años y más,1995,141,Personas
02,Baja California,0,Estatal,1002000064,Población de 100 años y más,2000,266,Personas
02,Baja California,0,Estatal,1002000064,Población de 100 años y más,2005,172,Personas
02,Baja California,0,Estatal,1002000064,Población de 100 años y más,2010,206,Personas
02,Baja California,0,Estatal,1002000064,Población de 100 años y más,2020,252,Personas
02,Baja California,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,77,Personas
02,Baja California,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,49,Personas
02,Baja California,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,114,Personas
02,Baja California,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,58,Personas
02,Baja California,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,57,Personas
02,Baja California,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,81,Personas
02,Baja California,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,112,Personas
02,Baja California,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,92,Personas
02,Baja California,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,152,Personas
02,Baja California,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,114,Personas
02,Baja California,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,149,Personas
02,Baja California,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,171,Personas
02,Baja California,0,Estatal,1002000067,Población de 15 a 19 años,1990,202116,Personas
02,Baja California,0,Estatal,1002000067,Población de 15 a 19 años,1995,215142,Personas
02,Baja California,0,Estatal,1002000067,Población de 15 a 19 años,2000,220707,Personas
02,Baja California,0,Estatal,1002000067,Población de 15 a 19 años,2005,255309,Personas
02,Baja California,0,Estatal,1002000067,Población de 15 a 19 años,2010,299195,Personas
02,Baja California,0,Estatal,1002000067,Población de 15 a 19 años,2020,315639,Personas
02,Baja California,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,102807,Personas
02,Baja California,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,108162,Personas
02,Baja California,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,112046,Personas
02,Baja California,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,129298,Personas
02,Baja California,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,152077,Personas
02,Baja California,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,161298,Personas
02,Baja California,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,99309,Personas
02,Baja California,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,106980,Personas
02,Baja California,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,108661,Personas
02,Baja California,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,126011,Personas
02,Baja California,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,147118,Personas
02,Baja California,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,154341,Personas
02,Baja California,0,Estatal,1002000070,Población de 20 a 24 años,1990,184182,Personas
02,Baja California,0,Estatal,1002000070,Población de 20 a 24 años,1995,240052,Personas
02,Baja California,0,Estatal,1002000070,Población de 20 a 24 años,2000,231966,Personas
02,Baja California,0,Estatal,1002000070,Población de 20 a 24 años,2005,246968,Personas
02,Baja California,0,Estatal,1002000070,Población de 20 a 24 años,2010,286479,Personas
02,Baja California,0,Estatal,1002000070,Población de 20 a 24 años,2020,340359,Personas
02,Baja California,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,92536,Personas
02,Baja California,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,121008,Personas
02,Baja California,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,115775,Personas
02,Baja California,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,123808,Personas
02,Baja California,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,144597,Personas
02,Baja California,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,173450,Personas
02,Baja California,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,91646,Personas
02,Baja California,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,119044,Personas
02,Baja California,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,116191,Personas
02,Baja California,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,123160,Personas
02,Baja California,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,141882,Personas
02,Baja California,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,166909,Personas
02,Baja California,0,Estatal,1002000073,Población de 25 a 29 años,1990,151366,Personas
02,Baja California,0,Estatal,1002000073,Población de 25 a 29 años,1995,208348,Personas
02,Baja California,0,Estatal,1002000073,Población de 25 a 29 años,2000,230907,Personas
02,Baja California,0,Estatal,1002000073,Población de 25 a 29 años,2005,241951,Personas
02,Baja California,0,Estatal,1002000073,Población de 25 a 29 años,2010,265428,Personas
02,Baja California,0,Estatal,1002000073,Población de 25 a 29 años,2020,328244,Personas
02,Baja California,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,75448,Personas
02,Baja California,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,105757,Personas
02,Baja California,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,116644,Personas
02,Baja California,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,120390,Personas
02,Baja California,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,133546,Personas
02,Baja California,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,166250,Personas
02,Baja California,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,75918,Personas
02,Baja California,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,102591,Personas
02,Baja California,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,114263,Personas
02,Baja California,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,121561,Personas
02,Baja California,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,131882,Personas
02,Baja California,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,161994,Personas
02,Baja California,0,Estatal,1002000076,Población de 30 a 34 años,1990,122683,Personas
02,Baja California,0,Estatal,1002000076,Población de 30 a 34 años,1995,175151,Personas
02,Baja California,0,Estatal,1002000076,Población de 30 a 34 años,2000,197807,Personas
02,Baja California,0,Estatal,1002000076,Población de 30 a 34 años,2005,240879,Personas
02,Baja California,0,Estatal,1002000076,Población de 30 a 34 años,2010,264023,Personas
02,Baja California,0,Estatal,1002000076,Población de 30 a 34 años,2020,302389,Personas
02,Baja California,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,60562,Personas
02,Baja California,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,88797,Personas
02,Baja California,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,100728,Personas
02,Baja California,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,121987,Personas
02,Baja California,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,132857,Personas
02,Baja California,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,152164,Personas
02,Baja California,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,62121,Personas
02,Baja California,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,86354,Personas
02,Baja California,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,97079,Personas
02,Baja California,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,118892,Personas
02,Baja California,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,131166,Personas
02,Baja California,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,150225,Personas
02,Baja California,0,Estatal,1002000079,Población de 35 a 39 años,1990,97317,Personas
02,Baja California,0,Estatal,1002000079,Población de 35 a 39 años,1995,143144,Personas
02,Baja California,0,Estatal,1002000079,Población de 35 a 39 años,2000,165348,Personas
02,Baja California,0,Estatal,1002000079,Población de 35 a 39 años,2005,208125,Personas
02,Baja California,0,Estatal,1002000079,Población de 35 a 39 años,2010,264063,Personas
02,Baja California,0,Estatal,1002000079,Población de 35 a 39 años,2020,292069,Personas
02,Baja California,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,48138,Personas
02,Baja California,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1995,71708,Personas
02,Baja California,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2000,83873,Personas
02,Baja California,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2005,106746,Personas
02,Baja California,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2010,135331,Personas
02,Baja California,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2020,148169,Personas
02,Baja California,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1990,49179,Personas
02,Baja California,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1995,71436,Personas
02,Baja California,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2000,81475,Personas
02,Baja California,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2005,101379,Personas
02,Baja California,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2010,128732,Personas
02,Baja California,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,2020,143900,Personas
02,Baja California,0,Estatal,1002000082,Población de 40 a 44 años,1990,71766,Personas
02,Baja California,0,Estatal,1002000082,Población de 40 a 44 años,1995,105499,Personas
